id	effectiveTime	active	moduleId	sourceId	destinationId	relationshipGroup	typeId	characteristicTypeId	modifierId
417a3784-be45-4121-ae0c-d5dee2cd6245	20140131	1	900000000000207008	11a3af08-8222-4d02-b7b8-002d40f7d6ae	40092d91-7ab0-4fa6-a426-27a8e0f4ef55	0	116680003	900000000000010007	900000000000451002
358a39c3-cfd8-4a07-a846-721b3dacb9c4	20140131	1	900000000000207008	503c4389-7f9a-48a1-b8c6-950f2d842cf9	11a3af08-8222-4d02-b7b8-002d40f7d6ae	0	363698007	900000000000010007	900000000000451002
06c146db-d847-4b22-a6c4-a9c1d10c8d61	20140131	1	900000000000207008	39d0e1d9-6cac-489d-86a0-dc4c33a0147f	e1b2c319-7778-4251-ac27-36b60b77f4aa	0	116680003	900000000000010007	900000000000451002
ae6630d6-668b-47d5-9674-1e8c41f2db2a	20140131	1	900000000000207008	446716004	51241000	0	116680003	900000000000010007	900000000000451002
79dc1d42-6a17-4748-9729-ee583287a0f4	20140131	1	900000000000207008	399748001	119263007	0	116680003	900000000000010007	900000000000451002
b6f78a19-dadb-40fe-a1e3-390842af720a	20140131	1	900000000000207008	8412003	243329008	0	116680003	900000000000010007	900000000000451002
36e59e8d-a5c2-43cf-aa65-e7f1cdd64230	20140131	1	900000000000207008	699177001	72704001	0	363700003	900000000000010007	900000000000451002
a6d2587a-9ecc-42da-b59d-3f8b070ae533	20140131	1	900000000000207008	698412001	129390001	1	260686004	900000000000010007	900000000000451002
a1b4a248-6d41-4509-9f78-8d7f23dde3dd	20140131	1	900000000000207008	698449007	135794007	0	116680003	900000000000010007	900000000000451002
dcd15488-55a7-40e5-b62f-8d49e338c563	20140131	1	900000000000207008	698449007	135794007	0	116680003	900000000000010007	900000000000451002
839468f2-3030-4695-957e-bd3ef7440e6b	20140131	1	900000000000207008	40092d91-7ab0-4fa6-a426-27a8e0f4ef55	135794007	0	116680003	900000000000010007	900000000000451002
933a4a2b-cec1-4a7e-a767-c941266381e4	20140131	1	900000000000207008	11a3af08-8222-4d02-b7b8-002d40f7d6ae	135794007	0	116680003	900000000000010007	900000000000451002
0d3f48c5-7b35-428d-819b-ced6ea5af6d5	20140131	1	900000000000207008	7c1b1ffb-f1a9-472e-9410-77990134eff7	135794007	0	116680003	900000000000010007	900000000000451002
ef2c3120-bc05-4e60-9704-2f50538471f9	20140131	1	900000000000207008	3b4769b0-533e-4123-b94f-85babda6e4c9	135794007	0	116680003	900000000000010007	900000000000451002
b5f97020-e751-424f-bd4d-7b1717e75472	20140131	1	900000000000207008	fbc4d079-aee2-4a27-9904-79e61e5507b9	135794007	0	116680003	900000000000010007	900000000000451002
13b21824-b4b2-4510-9940-a8cf18440bd4	20140131	1	900000000000207008	1cf4a99c-490a-4ce8-99d3-f7962a2f59fd	135794007	0	116680003	900000000000010007	900000000000451002
9ee71387-5f97-4d99-b131-5f23ebecda49	20140131	1	900000000000207008	e1b2c319-7778-4251-ac27-36b60b77f4aa	135794007	0	116680003	900000000000010007	900000000000451002
993a1f33-33f4-4f01-a671-6a3f0c61856a	20140131	1	900000000000207008	39d0e1d9-6cac-489d-86a0-dc4c33a0147f	135794007	0	116680003	900000000000010007	900000000000451002
d24f752b-74ae-408b-ae95-887d5c21885f	20140131	1	900000000000207008	503c4389-7f9a-48a1-b8c6-950f2d842cf9	135794007	0	116680003	900000000000010007	900000000000451002
